id	CustomerName	CustomerAddress	stateCode	idProduct	RegisterTime	Shop1	Shop2	Shop3	Shop4	Shop5	Shop6	Shop7
448	Millard Herbert Grant	Woodson Rd.	AK	27	1997-07-21 04:46:40.000	99211.0	69448.76	29751.0	96.0	97076.43	3599332.0	4.6529184E7
449	Harry William Harding	San Simeon	HI	15	1971-02-08 10:26:40.000	86712.0	16080.434	17210.0	190.0	68036.94	7146712.0	9.3295184E7
450	Calvin Woodrow Truman	Bowles Avenue	CT	34	1974-08-10 10:46:40.000	63412.0	28946.447	16443.0	147.0	36862.02	3980765.0	3.50874848E8
451	Andrew James Truman	Lindbergh Blvd	AZ	28	1990-11-06 09:34:56.000	98416.0	29330.748	18853.0	172.0	88044.55	8206432.0	8.1710989E8
452	Martin Warren Reagan	Santa Rosa South	CA	50	1975-08-21 05:28:16.000	78206.0	46906.445	28668.0	12.0	2840.179	3541236.0	4.76356608E8
453	Abraham Warren McKinley	San Luis Obispo North	WA	32	1993-12-18 03:08:16.000	64444.0	8408.493	31527.0	174.0	96070.69	1444500.0	2.7704228E7
454	James Gerald Taft	Padre Boulevard	IL	38	2006-07-08 09:00:00.000	16436.0	88085.18	19497.0	84.0	95966.91	4667989.0	5.11494784E8
455	William Ulysses Polk	Grandview Drive	IN	2	1986-04-19 01:06:40.000	81816.0	79872.63	9273.0	58.0	41632.637	6442186.0	1.85575168E8
456	Chester Gerald Jefferson	Lake Tahoe Blvd.	GA	22	1977-11-16 08:26:40.000	80050.0	10108.255	14024.0	175.0	40475.82	1452226.0	1.7059184E8
457	Lyndon Gerald Wilson	Moreno Drive	ID	11	1975-01-06 05:06:40.000	83310.0	17137.412	25922.0	158.0	28100.299	2491447.0	4.13085248E8
458	Theodore Calvin Buchanan	Grandview Drive	PA	37	1994-06-17 02:33:20.000	74244.0	10320.292	15618.0	148.0	64978.758	2040176.0	2.6606172E7
459	George Theodore Monroe	Hutchinson Rd	LA	28	1974-09-08 08:20:00.000	29340.0	58600.434	4977.0	56.0	59615.848	5077505.0	2.77594496E8
460	Herbert Grover McKinley	Harry S Truman Blvd	OR	15	1990-09-11 02:33:20.000	81896.0	12758.722	30615.0	229.0	94335.734	2852181.0	1.87030208E8
461	Millard Jimmy Van Buren	Castillo Drive	ME	3	2003-05-15 03:54:56.000	23112.0	5129.907	18246.0	248.0	70455.625	140228.0	2.20104352E8
462	Woodrow James Buchanan	Jean de la Fontaine	AZ	44	2000-11-01 03:06:40.000	25976.0	49716.434	30630.0	39.0	42976.56	4826260.0	6.7614848E7
463	William Andrew Van Buren	North Ventu Park Road	LA	8	1993-09-15 02:33:20.000	26750.0	46196.418	21801.0	85.0	91772.33	5614840.0	1.76934352E8
464	Grover Martin Garfield	Jones Road	IA	21	1992-12-31 06:41:36.000	39705.0	84800.78	20670.0	52.0	73452.766	5776865.0	1.3043285E7
465	George Franklin McKinley	Carpinteria Avenue	SC	48	1975-02-12 01:20:00.000	44014.0	69155.48	3604.0	60.0	93200.63	5737370.0	8.22272E7
466	Herbert Benjamin Buchanan	Richmond Hill	AK	23	1982-09-11 10:21:36.000	57664.0	54652.535	22527.0	58.0	55940.082	9932000.0	6.5306424E7
467	Jimmy Calvin Madison	Bayshore Freeway	HI	24	1996-10-18 09:28:16.000	10793.0	47610.953	8463.0	196.0	72344.28	2756389.0	2.58128E8
468	Jimmy Rutherford Eisenhower	East Calle Primera	MA	28	1993-05-11 02:34:56.000	63020.0	84350.68	30845.0	119.0	60490.26	4827927.0	9.6196968E7
469	Woodrow Lyndon Quincy	Moreno Drive	NH	25	2002-12-14 04:13:20.000	21592.0	65849.01	6049.0	64.0	33156.89	5323997.0	1.8234856E8
470	Grover Ronald Jefferson	Jones Road	ID	3	1987-11-01 10:13:20.000	46644.0	51376.223	31706.0	32.0	42664.88	6625312.0	6.555156E7
471	Warren Woodrow Garfield	South Highway	OH	27	1990-12-22 09:06:40.000	94503.0	84156.97	28107.0	76.0	44452.953	5680826.0	5.0793008E8
472	Lyndon Grover Nixon	San Simeon	PA	45	1983-06-06 07:01:36.000	35814.0	78935.22	25033.0	128.0	77172.89	948546.0	6.1424051E8
473	Grover John Harding	North Broadway Street	KS	35	2001-02-24 06:41:36.000	7004.0	46.0619	19736.0	181.0	33250.2	8864416.0	1.73028512E8
474	Dwight Franklin Quincy	Katella Avenue	MN	46	2005-02-04 06:40:00.000	89420.0	70844.164	26841.0	208.0	44050.96	2263490.0	1.92086944E8
475	George William Truman	Milpas Street	KS	50	1970-09-26 02:20:00.000	20816.0	15218.089	4428.0	150.0	22660.889	3799500.0	3.14366528E8
476	Lyndon Chester Grant	Grandview Drive	NY	40	1989-12-06 03:06:40.000	72152.0	96375.41	23494.0	87.0	66864.29	8744960.0	6.1850644E7
477	Millard Calvin Truman	Bayshore Freeway	AR	30	2007-11-19 07:20:00.000	37866.0	22040.957	15370.0	42.0	56790.234	2363275.0	3.84077792E8
478	Dwight Woodrow Harrison	East Calle Primera	SD	28	2003-08-09 04:33:20.000	77888.0	65475.523	28372.0	124.0	62124.152	2959684.0	2.00037632E8
479	Grover Warren Madison	N Harrison St	WY	28	1980-07-15 05:41:36.000	40480.0	34056.27	15763.0	67.0	55349.98	1095584.0	7.3162096E7
480	Ulysses Harry Harding	Harbor Dr	SD	36	1982-05-18 12:48:16.000	48643.0	26920.518	26211.0	10.0	53654.543	7739528.0	1.94633312E8
481	Richard Dwight Johnson	Newbury Road	ME	40	1974-10-13 09:14:56.000	85512.0	31339.355	9971.0	81.0	190.26	8725400.0	5.3883488E8
482	Dwight Calvin Polk	South Highway	NV	48	1985-11-13 03:20:00.000	74643.0	20742.346	7518.0	50.0	30760.43	6826125.0	5983460.0
483	Dwight Chester Kennedy	N Kentwood	WV	39	2006-12-13 08:26:40.000	51512.0	13896.765	23146.0	4.0	97520.4	3702683.0	2.6747416E7
484	Harry Ulysses Pierce	Steele Lane	ME	45	2000-04-28 08:46:40.000	93098.0	78078.06	13641.0	142.0	49578.258	8800800.0	2.8322024E7
485	Millard Dwight Reagan	Cleveland Ave.	CT	41	2003-07-04 10:33:20.000	71610.0	62830.566	14214.0	82.0	8159.787	8338802.0	2.93373216E8
486	Ronald James Harrison	San Diego Freeway	AK	17	1994-10-18 07:00:00.000	26614.0	33549.727	27117.0	255.0	82176.91	48334.0	2.312892E7
487	Jimmy John Monroe	Jean de la Fontaine	CA	42	2007-06-10 10:21:36.000	16000.0	65788.0	11221.0	6.0	55918.26	5758193.0	6.651216E7
488	Millard Calvin Reagan	Fairview Avenue	VA	36	1983-11-20 06:13:20.000	54016.0	6915.664	4638.0	176.0	97952.414	9595248.0	1.15197376E8
489	Theodore Theodore Monroe	Grandview Drive	FL	4	1982-06-05 05:40:00.000	94581.0	72270.836	11352.0	158.0	65955.93	8422118.0	2.2527288E7
490	Thomas Lyndon Hayes	Santa Ana Freeway	IL	38	2002-10-31 04:40:00.000	50296.0	29615.562	21699.0	252.0	55595.176	5364456.0	1.50224784E8
491	Theodore Millard Monroe	Camelback Rd	NV	35	2001-08-17 11:53:20.000	80830.0	89464.22	14382.0	112.0	62552.36	6428908.0	3.36249216E8
492	Thomas Richard Arthur	Apalachee Parkway	ME	8	1972-08-22 08:33:20.000	77885.0	44688.992	31728.0	22.0	6526.0513	600280.0	1.37835344E8
493	Franklin Gerald Jackson	Richmond Hill	IA	47	1990-11-23 11:33:20.000	80546.0	81795.98	5928.0	144.0	60720.176	3247722.0	3.0763904E8
494	Dwight Millard Jackson	East Calle Primera	SC	5	1997-06-01 10:20:00.000	11705.0	45728.1	14648.0	20.0	60014.496	8767488.0	1.71366496E8
495	Richard John Quincy	Jones Road	AZ	2	1977-06-21 05:53:20.000	12293.0	34373.12	31995.0	26.0	80952.96	8345268.0	6.0030835E8
496	William Woodrow Johnson	S Rustle St	CT	32	1970-06-28 06:46:40.000	97628.0	32837.484	2910.0	3.0	37392.605	1610720.0	1.3886355E7
497	Chester James Grant	Timberlane Drive	UT	17	2003-04-04 05:48:16.000	13382.0	70800.21	23848.0	240.0	78198.14	2160260.0	6.6677344E7
498	Lyndon Dwight Fillmore	Tully Road East	MS	2	1990-04-03 05:26:40.000	11636.0	91944.32	18333.0	120.0	19435.887	6385343.0	2.8048272E8
499	Millard Thomas Kennedy	N Kentwood	GA	34	1994-11-21 02:14:56.000	7226.0	6396.7017	29013.0	152.0	91491.27	2297606.0	7127400.0
500	Theodore Harry Johnson	North Ventu Park Road	TN	34	1993-09-08 11:28:16.000	20384.0	28642.6	15687.0	90.0	58565.59	155939.0	1.62829616E8
501	Gerald Ulysses Jefferson	San Ysidro Blvd	MO	50	1970-09-11 12:20:00.000	51033.0	26522.6	15264.0	198.0	85376.94	2422426.0	5203088.0
502	Grover Chester Nixon	Timberlane Drive	NM	8	1992-06-25 12:08:16.000	21753.0	6880.4023	10295.0	112.0	75900.01	3278773.0	5.7036851E8
503	Jimmy Gerald Adams	N Harrison St	WV	4	1989-05-14 03:40:00.000	8818.0	82454.92	22297.0	248.0	36240.13	2118020.0	1.97037536E8
504	Martin Thomas Washington	Bowles Avenue	TN	24	2005-12-08 10:53:20.000	10646.0	98735.38	18465.0	44.0	34564.12	1451053.0	5.1045696E7
505	Woodrow William Taylor	W. Russell St.	CO	48	2000-10-04 11:53:20.000	61125.0	4602.9297	31385.0	224.0	61200.367	2525556.0	3.29291424E8
506	Zachary William Monroe	Bailard Avenue	CT	28	2006-06-29 08:48:16.000	2389.0	89254.19	2829.0	106.0	78910.2	9520420.0	4.54548736E8
507	George John Wilson	Newbury Road	VT	36	1985-04-28 01:33:20.000	87960.0	31224.018	4745.0	245.0	23163.305	498000.0	7.731176E7
508	Millard James Eisenhower	S Rustle St	ME	11	1994-07-07 05:53:20.000	75963.0	17361.227	21639.0	202.0	40316.004	7751552.0	7.7672264E7
509	Bill Richard Roosevelt	Santa Rosa North	VA	19	1987-01-14 10:00:00.000	32962.0	78780.22	8890.0	212.0	9034.232	7736733.0	2.00907232E8
510	Bill Ronald Tyler	Jean de la Fontaine	OR	8	1996-07-04 07:00:00.000	75024.0	39462.523	250.0	160.0	70290.91	1939656.0	1.9719792E8
511	Thomas Franklin Jackson	Corona Del Mar	NH	40	2000-04-13 05:26:40.000	17498.0	92518.11	11781.0	178.0	98015.836	626709.0	3229096.0
512	Calvin Gerald Pierce	Lawrenceville Suwanee	AZ	34	1975-08-11 03:40:00.000	53056.0	74859.06	5447.0	209.0	99620.59	1958431.0	3.24899488E8
513	Ronald Franklin Wilson	Monroe Street	VT	10	1972-09-28 04:46:40.000	98022.0	35931.547	16056.0	184.0	26276.307	9025000.0	3.00827136E8
514	Ronald Ronald Truman	Burnett Road	IA	48	1972-11-18 06:40:00.000	49436.0	15628.533	5408.0	215.0	35673.105	2078432.0	9.9567418E8
515	Ulysses Gerald Taylor	Tanger Blvd	OH	42	2000-06-05 06:20:00.000	13305.0	12978.68	10289.0	150.0	62852.37	6962328.0	4.45826528E8
516	Woodrow Franklin Cleveland	Cleveland Ave.	OH	3	1987-04-08 07:00:00.000	70040.0	34841.69	26471.0	126.0	15221.609	1750550.0	2.5387296E8
517	Martin Richard Clinton	East Main Street	MN	19	1985-08-11 10:20:00.000	16760.0	55670.016	12661.0	70.0	62828.293	1337206.0	2.2336972E7
518	Bill Martin Roosevelt	North Erringer Road	ND	18	1989-12-10 01:33:20.000	77600.0	74356.984	26562.0	216.0	24960.967	3938920.0	4.38567328E8
519	Martin Rutherford Monroe	San Marcos	ID	34	1972-05-27 08:33:20.000	5088.0	82329.195	2412.0	80.0	48640.535	170434.0	1.9241704E7
520	James Dwight Madison	Katella Avenue	GA	32	1980-04-11 06:54:56.000	99200.0	67202.75	27426.0	32.0	40000.066	9489960.0	4.68481152E8
521	Bill Lyndon Washington	Jean de la Fontaine	WA	9	2000-11-15 01:20:00.000	59344.0	10916.333	11962.0	80.0	88811.81	9941624.0	8.0056632E7
522	Rutherford Warren Buchanan	East Fry Blvd.	TN	19	1971-06-08 09:13:20.000	54718.0	47348.664	28848.0	184.0	61202.445	5060690.0	1.4770448E8
523	Calvin Theodore Cleveland	Santa Rosa North	VT	5	1971-07-11 07:00:00.000	31777.0	79564.95	16245.0	144.0	6556.696	2389394.0	2.0840192E7
524	James George Adams	N Harrison St	RI	5	2000-11-06 01:33:20.000	67538.0	6150.886	20394.0	56.0	78776.97	4311498.0	3.47995616E8
525	Benjamin Woodrow Cleveland	Monroe Street	AZ	2	1997-05-25 11:40:00.000	50335.0	20096.14	24899.0	187.0	93480.41	3056715.0	7.6997536E8
526	Bill Grover Pierce	W. Russell St.	IN	37	1970-11-30 08:00:00.000	75620.0	54328.312	3994.0	197.0	50892.88	1379906.0	3.07972608E8
527	Chester Ronald Reagan	San Luis Obispo North	IN	41	1986-12-02 09:33:20.000	31559.0	44200.22	16899.0	40.0	58280.19	4612648.0	7.3845299E8
528	Rutherford Chester Ford	Cabrillo Highway	WI	21	1985-11-24 05:06:40.000	67144.0	11381.337	19200.0	168.0	34696.76	3647601.0	1.38455808E8
529	George Benjamin Clinton	N Kentwood	KS	39	2000-02-12 09:33:20.000	51038.0	77993.96	28611.0	229.0	15920.525	9436952.0	8.2956712E7
530	Millard Grover Roosevelt	San Simeon	MN	39	2000-06-02 12:21:36.000	62546.0	56668.656	26974.0	93.0	76259.48	8704520.0	1.18471232E8
531	Millard Richard Tyler	East Calle Primera	AL	29	1985-07-03 09:28:16.000	82023.0	35598.76	25774.0	84.0	69440.75	3095380.0	2.41297088E8
532	Calvin Rutherford Cleveland	Carpinteria North	TX	19	2004-07-03 04:08:16.000	30860.0	64434.496	31415.0	4.0	81732.586	2258999.0	3.67250656E8
533	Ronald Herbert Harrison	San Marcos	ND	14	2000-08-14 03:01:36.000	79914.0	67386.03	11472.0	3.0	27863.943	522195.0	8.2111504E7
534	Ulysses Franklin Jefferson	North Preisker Lane	TX	26	1977-10-30 11:46:40.000	11436.0	38081.414	756.0	34.0	63485.37	8551441.0	1.12089824E8
535	Dwight Calvin Tyler	Camelback Rd	WY	49	1986-05-02 03:14:56.000	84937.0	43039.53	9936.0	29.0	55339.66	6520081.0	2.34085216E8
536	Theodore Rutherford Cleveland	Westside Freeway	CO	43	2001-06-18 08:20:00.000	52957.0	20031.488	3817.0	97.0	61914.688	9517400.0	5.197214E7
537	Franklin Theodore Adams	Via Real	RI	3	2002-12-17 06:28:16.000	81865.0	43654.535	21471.0	160.0	45062.473	3085100.0	1.24005976E8
538	Warren Franklin Roosevelt	San Diego Freeway	MD	39	1993-12-20 03:06:40.000	3230.0	77930.51	27117.0	228.0	96736.32	542569.0	1.66444224E8
539	Theodore George Truman	San Luis Obispo North	MD	14	2000-10-16 02:08:16.000	24442.0	52050.066	5934.0	16.0	98390.79	4226412.0	1.22117584E8
540	Herbert Theodore Garfield	San Luis Obispo North	VA	49	1971-11-03 02:41:36.000	61602.0	14794.876	5481.0	172.0	96870.27	5378050.0	2.02981152E8
541	William Dwight Buchanan	Bailard Avenue	MA	31	2004-08-03 03:26:40.000	77828.0	72886.8	7186.0	96.0	94186.49	3764250.0	1.70924416E8
542	Herbert Herbert Taft	San Diego Freeway	MO	35	1970-02-28 04:28:16.000	77465.0	44448.684	4067.0	16.0	87156.73	3457957.0	5.8702829E8
543	Richard Millard Roosevelt	Carpinteria Avenue	OR	2	1985-11-28 12:01:36.000	75144.0	61480.17	28158.0	12.0	32185.95	9289476.0	7.827192E7
544	Harry Warren Roosevelt	Jones Road	GA	29	2001-06-21 09:40:00.000	11020.0	2872.8076	7779.0	228.0	95025.73	6241235.0	2.69244256E8
545	Ulysses Zachary Cleveland	San Diego Freeway	AR	34	2002-05-06 07:41:36.000	82182.0	29460.81	2661.0	202.0	86165.83	5572366.0	8.1655496E7
546	William Benjamin Hoover	East 1st Street	WA	35	1996-05-14 08:46:40.000	41032.0	92104.31	31839.0	188.0	62880.89	857251.0	1.04019712E8
547	Theodore William Roosevelt	San Simeon	NE	16	1978-08-22 10:48:16.000	14760.0	62276.117	28024.0	132.0	43776.37	9003776.0	5.35783936E8
548	Bill Millard Adams	Burnett Road	WY	10	2000-07-03 06:21:36.000	25056.0	64698.492	7788.0	224.0	10772.528	346522.0	3.21491008E8
549	Bill Woodrow Washington	Fairview Avenue	NJ	12	2001-09-06 02:34:56.000	12912.0	53424.87	1846.0	92.0	88164.33	2891450.0	5.9097933E8
550	George Ronald Garfield	Apalachee Parkway	NY	50	1992-05-15 11:54:56.000	84770.0	51808.79	12882.0	7.0	62555.76	5837789.0	3.455196E7
551	Richard Woodrow Quincy	South Roosevelt Drive	DE	11	2001-01-28 01:33:20.000	61868.0	18952.027	24245.0	133.0	4880.9727	59748.0	2.5866216E8
552	Millard Martin Kennedy	E Fowler Avenue	MO	34	1971-05-09 09:54:56.000	79980.0	47656.152	29552.0	219.0	78756.66	6389980.0	3.94839488E8
553	Harry John Johnson	Fairview Avenue	GA	32	1975-05-22 04:06:40.000	35028.0	11930.506	3057.0	160.0	36612.66	1162000.0	5825424.0
554	Martin Jimmy Adams	Westside Freeway	IL	41	1972-05-02 05:01:36.000	42248.0	49300.496	21645.0	238.0	39658.85	3946736.0	9.40272E7
555	Harry Andrew Harrison	Bowles Avenue	AZ	17	1992-08-29 03:53:20.000	33480.0	46972.406	20404.0	47.0	57322.867	477755.0	4.09106304E8
556	Warren Lyndon Hoover	W. Russell St.	MN	25	1971-08-05 09:01:36.000	83476.0	10330.699	4524.0	44.0	42512.16	4705708.0	9.0533592E7
557	Jimmy George Roosevelt	North Erringer Road	SC	44	1980-03-07 06:53:20.000	91052.0	47579.137	3500.0	144.0	75135.77	2766575.0	2.97299328E8
558	James Martin Nixon	Corona Del Mar	PA	41	2006-10-23 02:08:16.000	79560.0	45360.977	18645.0	200.0	46266.523	7915104.0	3.6295952E8
559	Harry Warren Roosevelt	E Fowler Avenue	PA	42	2001-05-31 10:06:40.000	34380.0	92040.89	1097.0	152.0	74834.47	7824956.0	8.5072512E8
560	Calvin Jimmy Arthur	East 1st Street	NC	16	2003-03-13 06:01:36.000	27655.0	60913.15	11607.0	248.0	14924.916	2579727.0	1.8831632E8
561	Lyndon Chester Harding	Santa Monica Road	MS	2	1980-01-02 10:26:40.000	75518.0	18374.137	19686.0	120.0	20972.002	5282688.0	2.0569144E8
562	James George Van Buren	Carpinteria North	NV	34	1983-07-09 01:53:20.000	79414.0	64873.758	2035.0	172.0	74361.18	9606100.0	2.6441208E8
563	Rutherford Richard Adams	E Fowler Avenue	OH	16	1980-03-15 08:26:40.000	64557.0	24160.906	10160.0	85.0	6970.6816	605372.0	5.7259258E8
564	Rutherford Thomas Jackson	Via Real	IN	31	1972-04-25 02:26:40.000	78880.0	25040.223	16764.0	136.0	43170.418	2280212.0	432601.0
565	Rutherford Bill Coolidge	Bowles Avenue	FL	48	2000-02-13 10:53:20.000	9352.0	19990.45	16120.0	64.0	3576.0962	8253212.0	1.78640208E8
566	Grover Abraham Wilson	Lindbergh Blvd	WI	50	1970-02-20 10:13:20.000	59409.0	97334.33	7608.0	110.0	53371.98	1022720.0	5.8182944E8
567	Dwight Millard Cleveland	W. Russell St.	MA	13	2006-10-16 04:34:56.000	84936.0	35399.19	4131.0	149.0	98448.77	2071100.0	3.8225096E7
568	Woodrow Woodrow Johnson	East Fry Blvd.	IL	46	2005-01-16 02:26:40.000	57100.0	5530.834	298.0	147.0	46870.277	5480336.0	4.28633216E8
569	Benjamin George Buchanan	Harbor Dr	MI	3	1975-06-06 04:20:00.000	9112.0	20230.064	8253.0	16.0	76410.82	7013440.0	2.598596E8
570	Martin George Carter	Redwood Highway	WY	3	1975-11-20 02:54:56.000	15050.0	96645.49	30012.0	67.0	88570.85	667525.0	948087.0
571	George Warren Clinton	Moreno Drive	RI	49	1983-06-30 06:46:40.000	69917.0	54909.55	26496.0	128.0	1184.13	9756951.0	2.91758752E8
572	Martin Millard Harrison	San Diego Freeway	MA	43	2003-04-19 07:54:56.000	90937.0	99064.79	3645.0	192.0	7085.4937	4029108.0	4.32772512E8
573	William Franklin Roosevelt	Harry S Truman Blvd	OH	30	2004-10-29 05:28:16.000	71217.0	25606.127	4500.0	240.0	91400.16	8318712.0	6.0593472E8
574	Theodore James Arthur	Jones Road	NE	47	1987-05-16 10:46:40.000	29380.0	30175.605	31203.0	169.0	17130.412	1092360.0	4.55085472E8
575	Richard Ronald Washington	Corona Del Mar	NC	36	2000-03-15 03:33:20.000	65724.0	43850.9	8316.0	64.0	57784.81	9774037.0	1.4659352E8
576	Calvin Gerald Carter	Cabrillo Highway	MS	7	2002-04-17 07:14:56.000	31306.0	98432.836	14994.0	205.0	65419.277	8110545.0	6.239895E8
577	Woodrow William Wilson	South Highway	FL	36	2000-06-09 09:26:40.000	33880.0	46365.027	18471.0	58.0	48702.023	2468914.0	3.84659264E8
578	Calvin Dwight McKinley	East Fry Blvd.	MT	34	2005-09-14 03:54:56.000	24902.0	62266.684	8155.0	18.0	96945.85	9508264.0	3.33087168E8
579	Andrew Grover Johnson	Carpinteria South	MO	46	1977-01-31 12:00:00.000	63716.0	26154.77	16633.0	204.0	33141.934	7625298.0	3.1812132E7
580	Herbert Ronald Wilson	Cerrillos Road	FL	49	2000-02-24 01:46:40.000	4036.0	15147.718	12909.0	61.0	23924.537	5245920.0	5.6010771E8
581	Harry Herbert Reagan	Bowles Avenue	NC	47	1974-08-18 04:08:16.000	72726.0	6868.215	237.0	136.0	48023.844	884350.0	8.4773216E7
582	John Martin Coolidge	Padre Boulevard	VT	40	1997-12-24 09:46:40.000	38139.0	24117.398	11958.0	219.0	43632.066	92656.0	1.65981024E8
583	Millard Richard Jackson	Timberlane Drive	DE	31	2000-08-31 11:41:36.000	38166.0	55147.01	28617.0	248.0	20180.12	2706330.0	1.38583312E8
584	Martin Gerald Ford	Katella Avenue	IL	17	2005-08-30 12:06:40.000	4608.0	3184.978	24462.0	50.0	53154.344	3484920.0	5.0259144E7
585	Benjamin Lyndon Clinton	Castillo Drive	VT	44	2002-10-05 09:28:16.000	22644.0	66392.195	10388.0	100.0	83088.234	9578766.0	3.6382608E7
586	Calvin Martin Cleveland	San Luis Obispo North	RI	15	2006-05-31 03:26:40.000	59987.0	38320.883	17052.0	57.0	31140.297	3326576.0	1.78913488E8
587	Franklin Richard Hayes	Moreno Drive	OK	25	2003-09-14 01:40:00.000	32122.0	76540.664	7095.0	204.0	21132.883	6087564.0	4.4769728E7
588	Theodore Dwight Johnson	Timberlane Drive	HI	8	1992-01-25 08:14:56.000	72926.0	12760.7	5688.0	160.0	33120.113	3463260.0	4.96685888E8
589	Franklin Rutherford Nixon	South Highway	WA	14	1989-04-22 03:53:20.000	40898.0	75014.97	8360.0	82.0	65308.61	51600.0	2.8757164E7
590	George Rutherford Wilson	W. Russell St.	MT	27	2005-03-07 12:53:20.000	30120.0	28394.836	4428.0	132.0	41131.17	8171134.0	2.01118736E8
591	Grover Warren Adams	San Luis Obispo North	OR	3	1986-03-23 10:13:20.000	72224.0	81994.82	2237.0	60.0	88140.15	9059144.0	4.210384E7
592	Jimmy George Adams	Cabrillo Highway	MD	26	1993-10-23 08:06:40.000	95750.0	40556.33	14241.0	198.0	672.95	145195.0	6.9343994E8
593	Bill Thomas Wilson	Redwood Highway	RI	39	1977-12-25 07:48:16.000	69328.0	5982.811	8835.0	45.0	62265.55	8906794.0	5.974804E7
594	Millard Theodore Jackson	Timberlane Drive	TN	21	2006-05-16 02:06:40.000	78137.0	24580.46	3237.0	122.0	51480.55	7486855.0	1.06733952E8
595	Chester William Hoover	Cleveland Ave.	NH	24	2005-09-27 01:53:20.000	26318.0	74549.81	6972.0	185.0	7715.4136	7209000.0	1.92464928E8
596	Ronald Warren Tyler	Redwood Highway	OH	2	2007-06-29 07:53:20.000	63094.0	30216.28	22272.0	140.0	80964.516	555185.0	7.8405107E8
597	Woodrow John Jackson	Corona Del Mar	WV	25	1998-03-10 03:20:00.000	80554.0	63245.625	10365.0	11.0	31480.967	6944419.0	5.24975552E8
598	Ulysses James Jefferson	Calle Real	TN	37	1977-04-15 04:41:36.000	75535.0	84540.05	27391.0	187.0	69974.19	7397258.0	2.62988496E8
599	Warren Grover Fillmore	Erringer Road	IN	38	2001-09-09 02:46:40.000	32744.0	85950.125	9510.0	29.0	30238.594	1649088.0	3.23636608E8
600	Thomas Bill Madison	Burnett Road	KY	33	1987-10-12 09:54:56.000	92720.0	4892.0225	5037.0	53.0	1886.9835	3402208.0	3.73732416E8
601	Rutherford Benjamin Tyler	North Atherton Street	NY	22	2006-04-20 05:54:56.000	98580.0	79228.79	13791.0	248.0	72656.59	5359973.0	1.8642208E8
602	William James Pierce	E Fowler Avenue	MT	28	1974-08-14 09:13:20.000	27824.0	44594.637	23678.0	134.0	60385.457	8855208.0	2.40507552E8
603	James Zachary Hayes	San Diego Freeway	GA	6	2007-01-05 03:21:36.000	67560.0	28984.4	10107.0	120.0	65684.48	8268976.0	7.3879112E7
604	Andrew Herbert Taft	N Kentwood	VT	6	1982-07-29 04:06:40.000	4456.0	73865.98	24906.0	162.0	63630.227	2414708.0	4.94771392E8
605	Chester Bill Quincy	Erringer Road	KS	25	1992-09-03 07:00:00.000	4600.0	87168.73	3451.0	97.0	41348.73	6679856.0	1.6189865E7
606	Chester Herbert Lincoln	North Preisker Lane	SD	47	1989-01-15 09:33:20.000	20926.0	34767.902	30582.0	96.0	10116.588	8422000.0	788832.0
607	Franklin Gerald Fillmore	North Atherton Street	OK	17	1970-12-02 11:08:16.000	95036.0	39714.72	14109.0	6.0	10425.045	7121167.0	6.7842144E7
608	James Warren Garfield	W. Russell St.	MN	16	2005-06-12 09:54:56.000	68035.0	1478.7015	1851.0	92.0	7736.9023	766900.0	3.24300256E8
609	Richard Andrew Truman	Westside Freeway	ID	20	2006-03-16 08:40:00.000	95572.0	38076.254	17868.0	248.0	17362.72	673240.0	3.7442432E8
610	Herbert Ronald Harding	S Rustle St	MD	12	1977-02-22 02:41:36.000	87090.0	38901.586	519.0	40.0	1848.7972	1452900.0	3.63033568E8
611	Calvin John Garfield	Monroe Street	SC	31	1989-09-12 07:14:56.000	95860.0	48064.4	20724.0	77.0	4333.514	6628065.0	8.737504E8
612	Rutherford George Jackson	Tanger Blvd	NH	27	2004-08-15 09:00:00.000	73312.0	15501.018	27819.0	184.0	58432.11	9667776.0	2.10441376E8
613	Herbert Jimmy Quincy	S Rustle St	MT	44	1974-08-24 07:13:20.000	63672.0	42610.332	15986.0	89.0	40090.65	9883720.0	1.25094528E8
614	Ulysses Theodore Coolidge	French Camp Turnpike Road	GA	42	1972-10-16 06:06:40.000	98040.0	75406.52	31584.0	48.0	86512.47	2649585.0	3.40857984E8
615	Warren George Fillmore	Bowles Avenue	NV	17	1992-02-03 11:33:20.000	91080.0	66375.67	31936.0	42.0	31780.576	8150024.0	4.07300096E8
616	George Millard Adams	Tully Road East	MT	26	2001-06-14 11:54:56.000	114.7	69804.31	12216.0	224.0	57552.133	6480990.0	2.5448144E8
617	Harry Bill Harrison	Burnett Road	AK	22	1987-03-01 12:26:40.000	5646.0	88900.195	12101.0	32.0	8838.4795	5293875.0	3.2284496E8
618	Chester Grover Clinton	Grandview Drive	DE	48	2005-11-02 02:40:00.000	16540.0	17400.95	30147.0	188.0	31972.393	4228858.0	5.6127136E8
619	Millard Ulysses Pierce	East Main Street	LA	33	2003-03-05 12:28:16.000	98104.0	67356.31	25056.0	73.0	11380.295	1087470.0	3.7270272E8
620	Grover James Garfield	North Preisker Lane	UT	14	1978-11-11 07:20:00.000	53592.0	83970.516	2780.0	64.0	41570.676	8672219.0	6.6663718E8
621	Herbert Theodore Monroe	Lindbergh Blvd	NE	10	1985-04-30 10:06:40.000	9218.0	95456.766	1972.0	40.0	20560.637	6620420.0	8.1879168E8
